Specimen,Setting_cat,Organism_group,Organism,Total_isolates,Antibiotic,Susceptibility_%
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,CIPROFLOXACIN,15.45893669128418
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,COLISTIN BY MIC,99.5121898651123
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,ERTAPENEM,
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,GENTAMICIN,
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,IMIPENEM,14.492753028869627
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,LEVOFLOXACIN,15.45893669128418
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,MEROPENEM,13.526569366455078
Sputum,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,207.0,PIPERACILLIN / TAZOBACTAM,10.243902206420898
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,AMIKACIN,100.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CEFEPIME,
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CEFTAZIDIME,50.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CEFTRIAXONE,0.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CIPROFLOXACIN,100.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,GENTAMICIN,
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,IMIPENEM,100.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,LEVOFLOXACIN,100.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,MEROPENEM,100.0
Sputum,Overall,Gram negative,Acinetobacter spp.,2.0,PIPERACILLIN / TAZOBACTAM,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,AMIKACIN,72.7272720336914
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,AMPICILLIN,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFEPIME,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFOPERAZONE / SULBACTAM,54.54545593261719
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFOXITIN,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFTAZIDIME,27.2727279663086
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFTRIAXONE,18.18181800842285
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CIPROFLOXACIN,45.45454788208008
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,COLISTIN BY MIC,72.72727298736572
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,ERTAPENEM,81.81818389892578
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,GENTAMICIN,
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,IMIPENEM,72.7272720336914
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,LEVOFLOXACIN,45.45454788208008
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,MEROPENEM,90.90909576416016
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,PIPERACILLIN / TAZOBACTAM,36.3636360168457
Sputum,Overall,Gram negative,Enterobacter cloacae,11.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,AMIKACIN,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,AMOXICILLIN / CLAVULANIC ACID,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,AMPICILLIN,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFEPIME,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFOPERAZONE / SULBACTAM,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFOXITIN,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFTAZIDIME,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFTRIAXONE,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CIPROFLOXACIN,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,ERTAPENEM,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,GENTAMICIN,
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,IMIPENEM,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,LEVOFLOXACIN,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,MEROPENEM,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,PIPERACILLIN / TAZOBACTAM,100.0
Sputum,Overall,Gram negative,Enterobacter spp.,1.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Escherichia coli,33.0,AMIKACIN,84.8484878540039
Sputum,Overall,Gram negative,Escherichia coli,33.0,AMOXICILLIN / CLAVULANIC ACID,63.6363639831543
Sputum,Overall,Gram negative,Escherichia coli,33.0,AMPICILLIN,
Sputum,Overall,Gram negative,Escherichia coli,33.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFEPIME,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFOPERAZONE / SULBACTAM,84.8484878540039
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFOXITIN,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFTAZIDIME,60.60606384277344
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFTRIAXONE,30.30303192138672
Sputum,Overall,Gram negative,Escherichia coli,33.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Escherichia coli,33.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Escherichia coli,33.0,CIPROFLOXACIN,24.24242401123047
Sputum,Overall,Gram negative,Escherichia coli,33.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Escherichia coli,33.0,COLISTIN BY MIC,96.96970176696776
Sputum,Overall,Gram negative,Escherichia coli,33.0,ERTAPENEM,93.93939208984376
Sputum,Overall,Gram negative,Escherichia coli,33.0,GENTAMICIN,
Sputum,Overall,Gram negative,Escherichia coli,33.0,IMIPENEM,93.93939208984376
Sputum,Overall,Gram negative,Escherichia coli,33.0,LEVOFLOXACIN,21.212121963500977
Sputum,Overall,Gram negative,Escherichia coli,33.0,MEROPENEM,96.96969604492188
Sputum,Overall,Gram negative,Escherichia coli,33.0,PIPERACILLIN / TAZOBACTAM,81.81818389892578
Sputum,Overall,Gram negative,Escherichia coli,33.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,AMIKACIN,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,AMPICILLIN,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFEPIME,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFOPERAZONE / SULBACTAM,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFOXITIN,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFTAZIDIME,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFTRIAXONE,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CIPROFLOXACIN,50.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,COLISTIN BY MIC,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,ERTAPENEM,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,GENTAMICIN,
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,IMIPENEM,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,LEVOFLOXACIN,50.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,MEROPENEM,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,PIPERACILLIN / TAZOBACTAM,100.0
Sputum,Overall,Gram negative,Klebsiella aerogenes,2.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,AMIKACIN,94.5054931640625
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,AMOXICILLIN / CLAVULANIC ACID,65.93406677246094
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,AMPICILLIN,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFEPIME,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFOPERAZONE / SULBACTAM,76.92308044433594
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFOXITIN,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFTAZIDIME,60.4395637512207
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFTRIAXONE,52.747257232666016
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CIPROFLOXACIN,56.04396057128906
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,COLISTIN BY MIC,97.80220413208008
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,ERTAPENEM,89.010986328125
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,GENTAMICIN,
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,IMIPENEM,91.20879364013672
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,LEVOFLOXACIN,54.9450569152832
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,MEROPENEM,89.010986328125
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,PIPERACILLIN / TAZOBACTAM,71.42857360839844
Sputum,Overall,Gram negative,Klebsiella pneumoniae,91.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,AMIKACIN,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,AMOXICILLIN / CLAVULANIC ACID,0.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,AMPICILLIN,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFEPIME,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFOPERAZONE / SULBACTAM,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFOXITIN,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFTAZIDIME,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFTRIAXONE,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CIPROFLOXACIN,50.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,ERTAPENEM,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,GENTAMICIN,
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,IMIPENEM,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,LEVOFLOXACIN,50.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,MEROPENEM,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,PIPERACILLIN / TAZOBACTAM,75.0
Sputum,Overall,Gram negative,Klebsiella spp.,4.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,AMIKACIN,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,AMOXICILLIN / CLAVULANIC ACID,0.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,AMPICILLIN,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFEPIME,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFOPERAZONE / SULBACTAM,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFOXITIN,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFTAZIDIME,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFTRIAXONE,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CIPROFLOXACIN,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,COLISTIN BY MIC,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,ERTAPENEM,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,GENTAMICIN,
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,IMIPENEM,0.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,LEVOFLOXACIN,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,MEROPENEM,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,PIPERACILLIN / TAZOBACTAM,100.0
Sputum,Overall,Gram negative,Proteus mirabilis,1.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,AMPICILLIN,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CEFEPIME,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CEFTAZIDIME,77.89473724365234
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CEFTRIAXONE,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CIPROFLOXACIN,85.10638427734375
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,COLISTIN BY MIC,92.63157653808594
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,ERTAPENEM,
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,IMIPENEM,86.0215072631836
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,LEVOFLOXACIN,80.0
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,MEROPENEM,79.56989288330078
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,PIPERACILLIN / TAZOBACTAM,66.66667175292969
Sputum,Overall,Gram negative,Pseudomonas aeruginosa,95.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,AMIKACIN,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,AMPICILLIN,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFAZOLIN,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFEPIME,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFOPERAZONE / SULBACTAM,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFOXITIN,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFTAZIDIME,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFTRIAXONE,75.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CIPROFLOXACIN,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,COLISTIN BY MIC,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,ERTAPENEM,75.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,GENTAMICIN,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,IMIPENEM,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,LEVOFLOXACIN,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,MEROPENEM,100.0
Sputum,Overall,Gram negative,Serratia marcescens,4.0,PIPERACILLIN / TAZOBACTAM,
Sputum,Overall,Gram negative,Serratia marcescens,4.0,TETRACYCLINE,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,AMIKACIN,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,AMPICILLIN,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,AMPICILLIN / SULBACTAM,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,CEFOTAXIME,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,CEFTAZIDIME,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,CEFTRIAXONE,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,CHLORAMPHENICOL,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,CO-TRIMOXAZOLE,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,ERTAPENEM,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,GENTAMICIN,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,IMIPENEM,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,LEVOFLOXACIN,83.33332824707031
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,MEROPENEM,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,PIPERACILLIN / TAZOBACTAM,
Sputum,Overall,Gram negative,Stenotrophomonas maltophilia,12.0,TETRACYCLINE,
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,CHLORAMPHENICOL,
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,CIPROFLOXACIN,66.66667175292969
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,CLINDAMYCIN,33.333335876464844
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,CO-TRIMOXAZOLE,66.66667175292969
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,ERYTHROMYCIN,0.0
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,GENTAMICIN,66.66667175292969
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,LEVOFLOXACIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,OXACILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,PENICILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,PENICILLIN BY MIC,0.0
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,TETRACYCLINE,33.333335876464844
Sputum,Overall,Gram positive,Staphylococcus aureus,3.0,VANCOMYCIN,66.7
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,CHLORAMPHENICOL,
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,CIPROFLOXACIN,100.0
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,CLINDAMYCIN,100.0
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,CO-TRIMOXAZOLE,100.0
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,ERYTHROMYCIN,88.8888931274414
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,GENTAMICIN,88.8888931274414
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,LEVOFLOXACIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,OXACILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,PENICILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,PENICILLIN BY MIC,0.0
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,TETRACYCLINE,22.22222328186035
Sputum,Overall,Gram positive,Staphylococcus aureus,9.0,VANCOMYCIN,100.0
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,CHLORAMPHENICOL,
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,CIPROFLOXACIN,91.66667175292967
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,CLINDAMYCIN,83.33332824707031
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,CO-TRIMOXAZOLE,91.66667175292967
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,ERYTHROMYCIN,66.66667175292969
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,GENTAMICIN,83.33332824707031
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,LEVOFLOXACIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,OXACILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,PENICILLIN,
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,PENICILLIN BY MIC,0.0
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,TETRACYCLINE,25.0
Sputum,Overall,Gram positive,Staphylococcus aureus,12.0,VANCOMYCIN,91.7
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,AMOXICILLIN / CLAVULANIC ACID,
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,CEFUROXIME SODIUM (ORAL),
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,CHLORAMPHENICOL,100.0
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,CLINDAMYCIN,33.333335876464844
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,CO-TRIMOXAZOLE,33.333335876464844
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,ERYTHROMYCIN,0.0
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,LEVOFLOXACIN,100.0
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,PENICILLIN,
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,PENICILLIN BY MIC,0.0
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,TETRACYCLINE,33.333335876464844
Sputum,Overall,Gram positive,Streptococcus pneumoniae,3.0,VANCOMYCIN,100.0
Stool,Overall,,"Salmonella,Non-typhoidal",44.0,AMPICILLIN,69.76744079589844
Stool,Overall,,"Salmonella,Non-typhoidal",44.0,CIPROFLOXACIN,59.09090805053711
Stool,Overall,,"Salmonella,Non-typhoidal",44.0,CO-TRIMOXAZOLE,92.10526275634766
Stool,Overall,,"Salmonella,Non-typhoidal",44.0,LEVOFLOXACIN,
Stool,Overall,,Vibrio parahaemolyticus,2.0,AMIKACIN,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,AMOXICILLIN / CLAVULANIC ACID,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,AMPICILLIN,
Stool,Overall,,Vibrio parahaemolyticus,2.0,AMPICILLIN / SULBACTAM,
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFAZOLIN,
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFEPIME,
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFOTAXIME,
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFOXITIN,
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFTAZIDIME,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,CEFUROXIME SODIUM (PARENTERAL),
Stool,Overall,,Vibrio parahaemolyticus,2.0,CIPROFLOXACIN,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,CO-TRIMOXAZOLE,
Stool,Overall,,Vibrio parahaemolyticus,2.0,GENTAMICIN,
Stool,Overall,,Vibrio parahaemolyticus,2.0,IMIPENEM,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,LEVOFLOXACIN,100.0
Stool,Overall,,Vibrio parahaemolyticus,2.0,MEROPENEM,100.0
